ID,URL,Element,Rarity,Max Evo Level,Name,Type,ATK,HP,Icon,Skills
Harakhte,https://gbf.wiki/Harakhte,light,ssr,4,Harakhte,katana,3038,202,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040913300.jpg,"Glimmer's Crux, Luminis Excelsior"
Harmonia,https://gbf.wiki/Harmonia,light,ssr,4,Harmonia,harp,2870,381,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040814500.jpg,"Glimmer's Pact, Harp Voltage II, Glimmer's Quintessence"
Harp_of_Everlore,https://gbf.wiki/Harp_of_Everlore,light,ssr,4,Harp of Everlore,harp,2660,270,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040809600.jpg,"Teachers' Guidance III, Light's Majesty"
Harp_of_the_Teachers_(SSR),https://gbf.wiki/Harp_of_the_Teachers_(SSR),light,ssr,3,Harp of the Teachers,harp,2200,230,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040809200.jpg,"Teachers' Guidance II, Light's Majesty"
Harsiesis,https://gbf.wiki/Harsiesis,light,ssr,4,Harsiesis,bow,2699,278,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040711600.jpg,"Glimmer's Persistence, Thunder's Progression"
Hauteclaire,https://gbf.wiki/Hauteclaire,light,ssr,4,Hauteclaire,sabre,3080,260,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040001000.jpg,"Zion's Aegis, Inferno's Might, Thunderswift Bladework"
Heartbeat_Mitten,https://gbf.wiki/Heartbeat_Mitten,light,ssr,3,Heartbeat Mitten,melee,2398,238,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040616200.jpg,"Zion's Healing, Thunder's Garrison"
Hekatonkheles,https://gbf.wiki/Hekatonkheles,light,ssr,3,Hekatonkheles,axe,2120,154,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040301000.jpg,Zion's Aegis
Heliogabalus_Militis,https://gbf.wiki/Heliogabalus_Militis,light,ssr,3,Heliogabalus Militis,harp,1888,235,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040814000.jpg,"Harp Voltage II, Glimmer's Quenching"
Hellion_Gauntlet_Lumen,https://gbf.wiki/Hellion_Gauntlet_Lumen,light,ssr,4,Hellion Gauntlet Lumen,melee,2640,277,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040603700.jpg,"Harbinger of Destruction, Strength to Spare"
Helmholtz_(Light),https://gbf.wiki/Helmholtz_(Light),light,ssr,5,Helmholtz,harp,2826,300,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040811300.jpg,"Shredder's Nature, Shredder's Essence"
Helmwige_(Light),https://gbf.wiki/Helmwige_(Light),light,ssr,5,Helmwige,spear,2950,332,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040210100.jpg,"Wanderer's Nature, Wanderer's Essence"
Hercules_(Light),https://gbf.wiki/Hercules_(Light),light,ssr,5,Hercules,bow,3806,345,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Hercules_(Light)_icon.jpg,"Thunder's Restraint, Slayer of Immortals II, Light's Celere"
Heroic_Bow,https://gbf.wiki/Heroic_Bow,light,ssr,4,Heroic Bow,bow,2940,260,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040702500.jpg,"Zion's Might, Ventosus's Might, Zero to Hero"
Hollowsky_Bow,https://gbf.wiki/Hollowsky_Bow,light,ssr,4,Hollowsky Bow,bow,3120,280,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040708900.jpg,"Voidcast Arrow, Deleterious Covenant"
Holy_Fox_Strings,https://gbf.wiki/Holy_Fox_Strings,light,ssr,3,Holy Fox Strings,harp,1777,194,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040810000.jpg,"Fleeting Wisps, Vessel's Desolation"
Hope-Filled_Knuckles,https://gbf.wiki/Hope-Filled_Knuckles,light,ssr,4,Hope-Filled Knuckles,melee,2883,291,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040614600.jpg,"Zion's Might, Radiant Pearl Blow"
Hrotti,https://gbf.wiki/Hrotti,light,ssr,4,Hrotti,sabre,2990,257,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040001900.jpg,"Zion's Aegis, Noble's Defense"
Huanglong_Gauntlet,https://gbf.wiki/Huanglong_Gauntlet,light,ssr,5,Huanglong Gauntlet,melee,3080,320,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040607100.jpg,"Thunder of the Sunrise, Scales of the Sunrise"
Huanglong_Katana,https://gbf.wiki/Huanglong_Katana,light,ssr,5,Huanglong Katana,katana,3490,246,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040906800.jpg,"Zion's Tyranny II, Prayer of the Sunrise"
Huanglong_Spear,https://gbf.wiki/Huanglong_Spear,light,ssr,5,Huanglong Spear,spear,3010,336,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040207900.jpg,"Zion's Might II, Harbinger of the Dark Sunrise"
Imperious_Fury,https://gbf.wiki/Imperious_Fury,light,ssr,4,Imperious Fury,melee,3116,331,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040617300.jpg,"Golden Vitality, Light's Majesty"
Impossible_Diagram,https://gbf.wiki/Impossible_Diagram,light,ssr,4,Impossible Diagram,staff,2413,385,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040419000.jpg,"Zion's Glory, Glimmer's Ascendancy"
Indigo_Flame_Stinger,https://gbf.wiki/Indigo_Flame_Stinger,light,ssr,4,Indigo Flame Stinger,dagger,3065,254,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040115800.jpg,"Zion's Mystery, Preemptive Light Blade, Glimmer's Quenching"
Indutiae,https://gbf.wiki/Indutiae,light,ssr,4,Indutiae,sabre,3039,260,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040023400.jpg,"Zion's Might, Thunder's Verity, Golden Craft"
Into_the_Sunset,https://gbf.wiki/Into_the_Sunset,light,ssr,4,Into the Sunset,staff,2590,350,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040419300.jpg,"Thunder's Grace, Light's Majesty, Light's Garrison"
Ipetam_Lumen,https://gbf.wiki/Ipetam_Lumen,light,ssr,4,Ipetam Lumen,dagger,2710,265,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040104500.jpg,"Hunger for Chaos, The Butcher's Knife"
Iridescent_Bow,https://gbf.wiki/Iridescent_Bow,light,ssr,4,Iridescent Bow,bow,3150,250,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040709400.jpg,"Thunder's Restraint, Downfall of Ignorance"
Ivory_Ark,https://gbf.wiki/Ivory_Ark,light,ssr,4,Ivory Ark,dagger,3180,318,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040112500.jpg,"Zion's Celere II, Light's Grace"
John_Doe_(Light),https://gbf.wiki/John_Doe_(Light),light,ssr,5,John Doe,gun,3475,231,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040511000.jpg,"Gunslinger's Nature, Gunslinger's Essence"
Jolly_Starcracker,https://gbf.wiki/Jolly_Starcracker,light,ssr,4,Jolly Starcracker,gun,3160,210,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040508700.jpg,"Thunder's Celere, Treasure Trick"
Kanabo_(Light),https://gbf.wiki/Kanabo_(Light),light,ssr,5,Kanabo,staff,2872,348,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040417600.jpg,"Warrior Monk's Nature, Warrior Monk's Apex"
Kapilavastu_Lumen,https://gbf.wiki/Kapilavastu_Lumen,light,ssr,4,Kapilavastu Lumen,staff,2410,320,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040406600.jpg,"Gate of Wisdom, Whispers of Death"
Keraunos_Lumen,https://gbf.wiki/Keraunos_Lumen,light,ssr,4,Keraunos Lumen,staff,2570,265,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040405700.jpg,"Thunder's Roar, Act of God"
Kicking_Enhancement_Shoes,https://gbf.wiki/Kicking_Enhancement_Shoes,light,ssr,4,Kicking Enhancement Shoes,melee,2190,230,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Kicking_Enhancement_Shoes_icon.jpg,"Doc Agasa's Invention, Game Changer"
Koukouvagia_Militis,https://gbf.wiki/Koukouvagia_Militis,light,ssr,3,Koukouvagia Militis,gun,2296,153,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040515100.jpg,"Gun Voltage II, Glimmer's Fortitude"
Kusanagi_(Light),https://gbf.wiki/Kusanagi_(Light),light,ssr,5,Kusanagi,katana,3425,243,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040915000.jpg,"Venerator's Nature, Venerator's Apex"
Lancet,https://gbf.wiki/Lancet,light,ssr,4,Lancet,dagger,2838,300,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040114900.jpg,"Zion's Healing, Thunder's Majesty, Light's Garrison"
Langeleik_Lumen,https://gbf.wiki/Langeleik_Lumen,light,ssr,4,Langeleik Lumen,harp,2480,266,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040803300.jpg,"Lost Song of the Sages, Banquet of Joy"
Leporidius,https://gbf.wiki/Leporidius,light,ssr,4,Leporidius,katana,3223,227,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040914500.jpg,"Light's Fandango, Golden Arts, Glimmer's Quintessence"
Levin_Shooter,https://gbf.wiki/Levin_Shooter,light,ssr,4,Levin Shooter,bow,2800,300,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040708800.jpg,"Zion's Trium, Three-Sister Rule"
Lion_Khan_Claw,https://gbf.wiki/Lion_Khan_Claw,light,ssr,4,Lion Khan Claw,melee,2840,302,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040600000.jpg,"Zion's Might II, Thunder's Clarity"
Little_Vermilion,https://gbf.wiki/Little_Vermilion,light,ssr,3,Little Vermilion,dagger,2397,238,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040116900.jpg,"Zion's Dual-Edge, Thunder's Might"
Love_Live_Light,https://gbf.wiki/Love_Live_Light,light,ssr,4,Love Live Light,dagger,2324,231,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040111500.jpg,"One Light, Make Our Dreams Come True"
Lu_Woh%27s_Horn,https://gbf.wiki/Lu_Woh%27s_Horn,light,ssr,4,Lu Woh's Horn,axe,3161,230,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040313000.jpg,"Authority's Trium, White Covenant"
Luminiera_Bhuj_Omega,https://gbf.wiki/Luminiera_Bhuj_Omega,light,ssr,5,Luminiera Bhuj Omega,axe,2990,217,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040301100.jpg,"Knightcode's Aegis II, Hoarfrost's Might"
Luminiera_Bolt_Omega,https://gbf.wiki/Luminiera_Bolt_Omega,light,ssr,5,Luminiera Bolt Omega,gun,3050,203,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040500600.jpg,"Knightcode's Might II, Terra's Aegis"
Luminiera_Harp_Omega,https://gbf.wiki/Luminiera_Harp_Omega,light,ssr,5,Luminiera Harp Omega,harp,2510,265,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040800000.jpg,"Knightcode's Might II, Inferno's Aegis"
Luminiera_Sword_Omega,https://gbf.wiki/Luminiera_Sword_Omega,light,ssr,5,Luminiera Sword Omega,sabre,2850,244,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Luminiera_Sword_Omega_icon.jpg,"Knightcode's Majesty, Light's Might"
Lunatic_Broom_(Light),https://gbf.wiki/Lunatic_Broom_(Light),light,ssr,5,Lunatic Broom,staff,2750,365,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040413800.jpg,"Nightbender's Nature, Nightbender's Essence"
Machine_Saw,https://gbf.wiki/Machine_Saw,light,ssr,3,Machine Saw,axe,2363,104,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040313800.jpg,"Layman's Saw of Death, Drive Sprocket"
Magus_Mortal_Scepter,https://gbf.wiki/Magus_Mortal_Scepter,light,ssr,3,Magus Scepter,staff,1735,231,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Magus_Mortal_Scepter_icon.jpg,Zion's Might
Maiden%27s_Dragonblade,https://gbf.wiki/Maiden%27s_Dragonblade,light,ssr,4,Maiden's Dragonblade,katana,3193,233,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040913000.jpg,"Zion's Might, Light's Mystery, Blade's Wrath"
Marine_Ace,https://gbf.wiki/Marine_Ace,light,ssr,3,Marine Ace,bow,2500,228,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040712300.jpg,"Thunder's Majesty, Thunder's Clarity"
Maverick_(Light),https://gbf.wiki/Maverick_(Light),light,ssr,5,Maverick,bow,3210,293,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040707900.jpg,"Shadowhound's Nature, Shadowhound's Essence"
Meteor%27s_Light,https://gbf.wiki/Meteor%27s_Light,light,ssr,3,Meteor's Light,gun,2205,135,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040510400.jpg,"Power Conduit, One-Hit Hologram"
Mezieres_(Light),https://gbf.wiki/Mezieres_(Light),light,ssr,5,Mezieres,gun,3033,312,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040513000.jpg,"Dragoon's Nature, Dragoon's Apex"
Midsummer%27s_Repose,https://gbf.wiki/Midsummer%27s_Repose,light,ssr,3,Midsummer's Repose,sabre,2512,215,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040024800.jpg,"Thunder's Progression, Thunder's Garrison"
Mikazuki_Munechika_(Weapon),https://gbf.wiki/Mikazuki_Munechika_(Weapon),light,ssr,4,Mikazuki Munechika,katana,2501,176,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Mikazuki_Munechika_(Weapon)_icon.jpg,"Great Sword Under Heaven, Munechika Sanjo Crafted"
Misericorde_Lumen,https://gbf.wiki/Misericorde_Lumen,light,ssr,4,Misericorde Lumen,dagger,2690,270,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040106100.jpg,"Twilight, Wicked Fangs"
Mittron%27s_Bow,https://gbf.wiki/Mittron%27s_Bow,light,ssr,4,Mittron's Bow,bow,2710,250,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Mittron's_Bow_icon.jpg,"Knightcode's Stamina, Knightcode's Resolve"
Mittron%27s_Gauntlet,https://gbf.wiki/Mittron%27s_Gauntlet,light,ssr,4,Mittron's Gauntlet,melee,2540,270,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Mittron's_Gauntlet_icon.jpg,"Knightcode's Clarity, Preemptive Silver Barrier"
Mittron%27s_Treasured_Blade,https://gbf.wiki/Mittron%27s_Treasured_Blade,light,ssr,4,Mittron's Treasured Blade,dagger,2590,260,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Mittron's_Treasured_Blade_icon.jpg,"Knightcode's Celere, Knightcode's Enmity"
Mjolnir_(Light),https://gbf.wiki/Mjolnir_(Light),light,ssr,5,Mjolnir,axe,3977,283,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Mjolnir_(Light)_icon.jpg,"Thunder's Fandango, War God's Swing II, Light's Celere"
Murakumo,https://gbf.wiki/Murakumo,light,ssr,3,Murakumo,katana,2543,179,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040900300.jpg,"Spirit of the Morning Star, Greatsnake's Lord-Sword"
Murakumo_Lumen,https://gbf.wiki/Murakumo_Lumen,light,ssr,4,Murakumo Lumen,katana,3000,211,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040903300.jpg,"Spirit of the Morning Star, Greatsnake's Lord-Sword"
Murakumo_Rebirth,https://gbf.wiki/Murakumo_Rebirth,light,ssr,3,Murakumo Rebirth,katana,2565,181,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Murakumo_Rebirth_icon.jpg,"Spirit of the Morning Star, Greatsnake's Lord-Sword"
Muramasa_Lumen,https://gbf.wiki/Muramasa_Lumen,light,ssr,4,Muramasa Lumen,katana,3020,207,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040904000.jpg,"Safeguard, Dark Demon-Edge"
Nebuchad_Lumen,https://gbf.wiki/Nebuchad_Lumen,light,ssr,4,Nebuchad Lumen,gun,3040,200,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040504100.jpg,"God of Death, Consecrated Sacrifice"
Nigredo_Lance,https://gbf.wiki/Nigredo_Lance,light,ssr,3,Nigredo Lance,spear,1850,206,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040208000.jpg,"Forbidden Putrefaction, Grand Works"
Nine-Realm_Harp,https://gbf.wiki/Nine-Realm_Harp,light,ssr,3,Nine-Realm Harp,harp,2100,228,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040800300.jpg,Zion's Might
Nine-Realm_Harp_Ivory,https://gbf.wiki/Nine-Realm_Harp_Ivory,light,ssr,3,Nine-Realm Harp Ivory,harp,2470,275,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040801800.jpg,Zion's Might
Nine-Realm_Harp_Lumen,https://gbf.wiki/Nine-Realm_Harp_Lumen,light,ssr,3,Nine-Realm Harp Lumen,harp,2250,250,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040800900.jpg,Zion's Might
Nine-Realm_Harp_Sterling,https://gbf.wiki/Nine-Realm_Harp_Sterling,light,ssr,3,Nine-Realm Harp Sterling,harp,2220,243,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040800400.jpg,Zion's Might
Nioh,https://gbf.wiki/Nioh,light,ssr,3,Nioh,harp,2090,300,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040814800.jpg,"Light's Majesty, Light's  Aegis"
Nirvana,https://gbf.wiki/Nirvana,light,ssr,3,Nirvana,staff,2053,274,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040402800.jpg,"Serenity's Mead, Reincarnation"
Nirvana_Lumen,https://gbf.wiki/Nirvana_Lumen,light,ssr,4,Nirvana Lumen,staff,2420,322,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040405000.jpg,"Serenity's Mead, Reincarnation"
Nirvana_Rebirth,https://gbf.wiki/Nirvana_Rebirth,light,ssr,3,Nirvana Rebirth,staff,2070,276,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Nirvana_Rebirth_icon.jpg,"Serenity's Mead, Reincarnation"
Official%27s_Jitte,https://gbf.wiki/Official%27s_Jitte,light,ssr,4,Official's Jitte,sabre,3040,260,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040020400.jpg,"Thunder's Celere, Luminis Excelsior, Virtue's Champion"
Oliver_Lumen,https://gbf.wiki/Oliver_Lumen,light,ssr,4,Oliver Lumen,gun,3030,200,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040503200.jpg,"Loki's Wit, Making a Killing"
One-Rift_Spear,https://gbf.wiki/One-Rift_Spear,light,ssr,3,One-Rift Spear,spear,2235,251,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040201600.jpg,Zion's Might
One-Rift_Spear_Ivory,https://gbf.wiki/One-Rift_Spear_Ivory,light,ssr,3,One-Rift Spear Ivory,spear,2570,295,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040203500.jpg,Zion's Might
One-Rift_Spear_Lumen,https://gbf.wiki/One-Rift_Spear_Lumen,light,ssr,3,One-Rift Spear Lumen,spear,2330,265,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040202600.jpg,Zion's Might
One-Rift_Spear_Sterling,https://gbf.wiki/One-Rift_Spear_Sterling,light,ssr,3,One-Rift Spear Sterling,spear,2300,260,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040202100.jpg,Zion's Might
Onikiri_Yasutsuna,https://gbf.wiki/Onikiri_Yasutsuna,light,ssr,4,Onikiri Yasutsuna,katana,3443,181,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040913600.jpg,"Thunder's Might, Blade's Wrath, Sword Princess"
Original_Sin_(Light),https://gbf.wiki/Original_Sin_(Light),light,ssr,5,Original Sin,sabre,3100,304,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040013600.jpg,"Vigilante's Nature, Vigilante's Essence"
Ornate_Paper_Pinwheel,https://gbf.wiki/Ornate_Paper_Pinwheel,light,ssr,3,Ornate Paper Pinwheel,dagger,2367,244,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040117400.jpg,"Thunder's Fandango, Golden Arts"
Ouroboros_Prime,https://gbf.wiki/Ouroboros_Prime,light,ssr,4,Ouroboros Prime,staff,2863,382,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040418600.jpg,"Zion's Crux, Thunder's Celere"
Pantagruel,https://gbf.wiki/Pantagruel,light,ssr,4,Pantagruel,spear,2763,314,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040216700.jpg,"Zion's Garrison, Light's Majesty"
Phantom_Fangs,https://gbf.wiki/Phantom_Fangs,light,ssr,4,Phantom Fangs,melee,2717,241,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040614500.jpg,"Armed Shine, Golden Arts"
Pillar_of_Flame,https://gbf.wiki/Pillar_of_Flame,light,ssr,4,Pillar of Flame,spear,2630,250,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040215200.jpg,"Knightcode's Stamina, Knightcode's Verity II"
Pinkie_Needle,https://gbf.wiki/Pinkie_Needle,light,ssr,3,Pinkie Needle,spear,2461,225,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040211800.jpg,"Zion's Might, Locked on the Heart"
Porculius,https://gbf.wiki/Porculius,light,ssr,3,Porculius,axe,2690,180,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040310400.jpg,"Zion's Mystery, Thunder's Stamina"
Prismatic_Mace,https://gbf.wiki/Prismatic_Mace,light,ssr,3,Prismatic Mace,staff,2230,298,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040400800.jpg,Zion's Aegis
Prototype_Reboot_(Light),https://gbf.wiki/Prototype_Reboot_(Light),light,ssr,5,Prototype Reboot,sabre,3219,268,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040021500.jpg,"Contractor's Nature, Contractor's Apex"
Proximo_Lumen,https://gbf.wiki/Proximo_Lumen,light,ssr,4,Proximo Lumen,sabre,2690,270,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040017900.jpg,"Warspirit's Sword Dance, Two-Sword Tech"
Psycho_Syringe_(Light),https://gbf.wiki/Psycho_Syringe_(Light),light,ssr,5,Psycho Syringe,gun,3065,309,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040510100.jpg,"Doctor's Nature, Doctor's Essence"
Radiance_of_Insightful_Rebirth,https://gbf.wiki/Radiance_of_Insightful_Rebirth,light,ssr,5,Radiance of Insightful Rebirth,katana,4083,287,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040915600.jpg,"Lu Woh's Authority, Six Pillars' Judgment, Six Dragons' Radiance"
Radiant_Rinne,https://gbf.wiki/Radiant_Rinne,light,ssr,4,Radiant Rinne,harp,2892,376,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040813700.jpg,"Zion's Tempering, Light's Fandango"
Railgun,https://gbf.wiki/Railgun,light,ssr,3,Railgun,gun,2790,160,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040509200.jpg,"Zion's Might, Thunder's Verity"
Rainbow_Bracelet,https://gbf.wiki/Rainbow_Bracelet,light,ssr,4,Rainbow Bracelet,melee,2270,240,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040610800.jpg,"Power of the Prism Stones, Rainbow-Colored Light"
Raphael_(Weapon),https://gbf.wiki/Raphael_(Weapon),light,ssr,3,Raphael,gun,2170,142,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040505700.jpg,Spirit Serenity
Rhongomyniad,https://gbf.wiki/Rhongomyniad,light,ssr,5,Rhongomyniad,spear,2847,320,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040213700.jpg,"Radiant Sovereign, Astral Pierce II"
Ridill_(Light),https://gbf.wiki/Ridill_(Light),light,ssr,5,Ridill,sabre,3300,275,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040014800.jpg,"Paragon's Nature, Paragon's Essence"
Ringed_Armguards_(Light),https://gbf.wiki/Ringed_Armguards_(Light),light,ssr,5,Ringed Armguards,melee,2961,345,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040613500.jpg,"Enlightened Monk's Nature, Enlightened Monk's Apex"
Rip_Van_Winkle_(Light),https://gbf.wiki/Rip_Van_Winkle_(Light),light,ssr,5,Rip Van Winkle,harp,2638,339,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040812500.jpg,"Kind Woodcutter's Nature, Kind Woodcutter's Apex"
Romulus_Spear,https://gbf.wiki/Romulus_Spear,light,ssr,3,Romulus Spear,spear,2189,246,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040203000.jpg,"The Light in the Dark, Warlord's Lance"
Romulus_Spear_Lumen,https://gbf.wiki/Romulus_Spear_Lumen,light,ssr,4,Romulus Spear Lumen,spear,2580,290,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040204700.jpg,"The Light in the Dark, Warlord's Lance"
Romulus_Spear_Rebirth,https://gbf.wiki/Romulus_Spear_Rebirth,light,ssr,3,Romulus Spear Rebirth,spear,2210,248,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Romulus_Spear_Rebirth_icon.jpg,"The Light in the Dark, Warlord's Lance"
Rosenbogen_Lumen,https://gbf.wiki/Rosenbogen_Lumen,light,ssr,4,Rosenbogen Lumen,bow,2810,256,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040703100.jpg,"Arrow Storm, Battlefield Tribulations"
